Gene,Ancestry_Category,EUR_Associated,SAS_Associated,Associated_Traits_Count,Associated_Traits_List,Associated_Variants_Count
CXCL6,Both (Shared),True,True,108,CXCL6 protein levels; Cerebrospinal fluid protein CXCL6 levels; Eosinophil percentage of white cells; GC protein levels; Hematological traits (multi-trait analysis); Myeloid white cell count; Serum levels of protein AXIN2; Serum levels of protein CREBBP; Serum levels of protein ID2; Serum levels of protein PGK1,51
PF4V1,Both (Shared),True,True,55,Blood protein levels in cardiovascular risk; Circulating CXCL1 levels (id: OID00496_OID20762); ER membrane protein complex subunit 1 levels; GROa levels in mid-pregnancy; Platelet factor 4 variant levels (PF4V1.5663.18.3); Serum levels of protein DDR1; Serum levels of protein PF4V1; Serum levels of protein PSMD9; Serum levels of protein RAP1GDS1; Serum levels of protein VPS29,21
LINC01322,Both (Shared),True,True,581,"ATP-dependent RNA helicase A levels; Caveolin-3 levels; Dual specificity tyrosine-phosphorylation-regulated kinase 3 levels; Guanylate-binding protein 6 levels; HLA class I histocompatibility antigen, alpha chain G levels; Neuron-specific vesicular protein calcyon levels; Protein PET117 homolog, mitochondrial levels; Radiation-inducible immediate-early gene IEX-1 levels; Small integral membrane protein 9 levels; Ubiquitin-conjugating enzyme E2 D1 levels",100
BCHE,Both (Shared),True,True,338,"ADP-ribosylation factor-like protein 2 levels; Beta-defensin 132 levels; Dual specificity tyrosine-phosphorylation-regulated kinase 3 levels; Guanylate-binding protein 6 levels; HLA class I histocompatibility antigen, alpha chain G levels; Neuron-specific vesicular protein calcyon levels; Protein Jumonji levels; Radiation-inducible immediate-early gene IEX-1 levels; Small integral membrane protein 9 levels; Ubiquitin-conjugating enzyme E2 D1 levels",21
GTF3C5,Both (Shared),True,True,32,"Alkaline phosphatase (UKB data field 30610); Basophil (absolute count, maximum, inv-norm transformed); Bile salt-activated lipase levels; IL3RA protein levels; ISLR2 protein levels; PODXL protein levels; PTPRM protein levels; Stem cell factor levels; eosinophil (absolute count, maximum, inv-norm transformed); platelet count (maximum, inv-norm transformed)",19
GBGT1,Both (Shared),True,True,72,B4GALT1/IFNGR1 protein level ratio; BCAM protein levels; CCL25 protein levels; CD209 protein levels; DSG2 protein levels; EPHA4 protein levels; KDR protein levels; LGALS8 protein levels; LIFR protein levels; Total Trihexosylcermide levels,67
OBP2B,Both (Shared),True,True,79,Aspartate aminotransferase to alanine aminotransferase ratio; B4GALT1/IFNGR1 protein level ratio; Cerebrospinal fluid protein OBP2B levels; EPHA4 protein levels; FLT1 protein levels; Hematological traits (multi-trait analysis); Hemoglobin concentration; ICAM2 protein levels; Low density lipoprotein cholesterol levels; MBL2 protein levels,62
RASAL3,Both (Shared),True,True,17,Bombesin receptor-activated protein C6orf89 levels (C6orf89.10885.36.3); Carboxypeptidase A2 levels (CPA2.9276.7.3); Height; Late effects of cerebrovascular disease (PheCode 433.8); Lymphocyte count (UKB data field 30120); PGLYRP2 protein levels; Ribosomal protein S6 kinase beta-1 levels; Serum levels of protein RPS6KB1; Serum levels of protein TREML1; X-24307 levels,13
PGLYRP2,Both (Shared),True,True,35,Carboxypeptidase A2 levels (CPA2.9276.7.3); Glycoprotein hormone alpha-2 levels (GPHA2.6395.58.3); Hematological traits (multi-trait analysis); Protein lin-7 homolog A levels; Q96PD5-2 protein level (protein group normalized intensity); S-arrestin protein levels (SomaScan ID:21679-16); Serum levels of protein PACSIN1; Serum levels of protein PGLYRP2; Serum levels of protein SENP7; Submaxillary gland androgen-regulated protein 3A levels (SMR3A.7838.27.3),25
CHRDL2,Both (Shared),True,True,25,Allergic rhinitis; BMP6 protein levels; Benign neoplasm of colon (PheCode 208); Bone morphogenetic protein 6 levels; Cerebrospinal fluid protein CHRDL2 levels; Chordin-like protein 2 levels (CHRDL2.6086.15.3); Circulating BMP6 levels; Electrocardiogram morphology (amplitude at temporal datapoints); Inferior parietal area (unadjusted for global measures); Serum levels of protein CHRDL2,17
APOA1-AS,Both (Shared),True,True,175,Beta-endorphin levels (POMC.2558.51.3); Cholesteryl esters to total lipids in IDL percentage (UKB data field 23611); Cholesteryl esters to total lipids in very large HDL percentage (UKB data field 23631); Free cholesterol in VLDL (UKB data field 23420); Linoleic acid levels; Lung function (FVC); Total triglycerides levels (UKB data field 23407); Triglycerides in large HDL; Triglycerides in small LDL (UKB data field 23550); Triglycerides in very large HDL (UKB data field 23557),34
APOA1,Both (Shared),True,True,118,Beta-endorphin levels (POMC.2558.51.3); Concentration of medium HDL particles; Free cholesterol in medium LDL; Linoleic acid levels; Phospholipid levels in small HDL; Serum levels of protein POMC; Total Lipids in HDL; Total free cholesterol levels; Total lipids in LDL (UKB data field 23425); Triglycerides in large HDL,18
APOC3,Both (Shared),True,True,230,Beta-endorphin levels (POMC.2558.51.3); Cholesterol_[M+H-H2O]1+ levels; Diacylglycerol (16:0/18:2) (Model 1); Diacylglycerol_34:1_[M+H-H2O]1+ levels; Free cholesterol in medium LDL; Mean reticulocyte volume; Phospholipid levels in small HDL; Serum levels of protein POMC; Total free cholesterol levels; Triglycerides in large HDL,35
MANBA,Both (Shared),True,True,69,"Allergic conjunctivitis; Attention deficit hyperactivity disorder; Bioavailable testosterone levels; Circulating IL1RL2 levels; GPC1 protein levels; Lymphocyte side fluorescence distribution width; Neutrophils and lymphocytes in blood (confirmatory factor analysis Factor 35); Pallidum iron levels (quantitative susceptibility mapping); Type 2 diabetes (PheCode 250.2); estimated glomerular filtration rate (eGFR, maximum, inv-norm transformed)",59
ABO,Both (Shared),True,True,2146,ADGRG2/ITGB1 protein level ratio; Cholesterol to Total Lipids in Very Large VLDL percentage; Cholesteryl esters to total lipids ratio in medium LDL; Circulating BMP6 levels; Circulating ICAM2 levels; Circulating LAMP3 levels (id: OID01015_OID20638); GP6/LGALS8 protein level ratio; Hemoglobin concentration; Linoleic acid levels (UKB data field 23449); Noelin levels,255
FPR3,Both (Shared),True,True,75,"B4GALT1/IFNGR1 protein level ratio; Beta-1,4-galactosyltransferase 1 levels (B4GALT1.13381.49.3); Carbohydrate sulfotransferase 15 levels; Cholesteryl Esters to Total Lipids in Large HDL percentage; Circulating AGRP levels; Circulating ENTPD6 levels (id: OID01089_OID20100); Circulating SMOC2 levels; MAN1A2 protein levels; MARCKS-related protein levels; Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB levels",24
ZNF577,Both (Shared),True,True,78,"B4GALT1/IFNGR1 protein level ratio; Bipolar disorder (body mass index interaction); CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 levels; Cholesteryl Esters in HDL; Circulating B4GAT1 levels; ELN protein levels; Eosinophill percentage (UKB data field 30210); High-density lipoprotein levels; SPINK2 protein levels; Type 2 lactosamine alpha-2,3-sialyltransferase levels",25
ATP6V0B,European-Only,True,False,2,"Beta-1,4-galactosyltransferase 2 levels (B4GALT2.9595.11.3); Schizophrenia",2
B4GALT6,Both (Shared),True,True,14,"Amyotrophic lateral sclerosis; Beta-1,4-galactosyltransferase 6 levels; DSG2 protein levels; DSG3 protein levels; Depression severity  x playing computer games interaction; Height; Nicotine dependence symptom count; Serum levels of protein B4GALT6; TRAIL levels; Thyroxine levels",12
ATP6V1G1P1,Both (Shared),True,True,43,"Axin-2 levels (AXIN2.8429.16.3); C1S protein levels; Cyclin-C levels (CCNC.7817.36.3); Free cholesterol to total lipids ratio in medium LDL; Free cholesterol to total lipids ratio in small LDL; HLA class II histocompatibility antigen, DM alpha chain levels (HLA.DMA.10639.1.3); Multiple coagulation factor deficiency protein 2 levels (MCFD2.10476.23.3); Testis-specific basic protein Y 1 levels (VCY.6295.67.3); Uncharacterized protein C6orf226 levels (C6orf226.8078.15.3); Vitamin D-binding protein levels (GC.6581.50.3)",12
IGHD,Both (Shared),True,True,40,Axin-2 levels (AXIN2.8429.16.3); C1S protein levels; CD25 on transitional B cell; Cyclin-C levels (CCNC.7817.36.3); IgD on IgD+ CD24+ B cell; IgD on IgD+ CD38+ B cell; IgD on transitional B cell; Testis-specific basic protein Y 1 levels (VCY.6295.67.3); Uncharacterized protein C6orf226 levels (C6orf226.8078.15.3); Vitamin D-binding protein levels (GC.6581.50.3),7
IGHEP1,Both (Shared),True,True,52,Axin-2 levels (AXIN2.8429.16.3); Cholesteryl esters to total lipids ratio in small HDL; Cholesteryl esters to total lipids ratio in very large VLDL; Free cholesterol to total lipids ratio in small HDL; LY96 protein levels; Multiple coagulation factor deficiency protein 2 levels (MCFD2.10476.23.3); Testis-specific basic protein Y 1 levels (VCY.6295.67.3); Trem-like transcript 4 protein levels (TREML4.11139.4.3); Uncharacterized protein C6orf226 levels (C6orf226.8078.15.3); Vitamin D-binding protein levels (GC.6581.50.3),20
IGHG1,Both (Shared),True,True,79,Cholesteryl esters to total lipids ratio in medium LDL; Cholesteryl esters to total lipids ratio in small HDL; Cholesteryl esters to total lipids ratio in small LDL; Circulating FCRL5 levels; Collagen alpha-2(IX) chain levels (COL9A2.9804.11.3); GUCY2C protein levels; Paired immunoglobulin-like type 2 receptor alpha levels (PILRA.8683.119.3); Phospholipids to total lipids ratio in small HDL; Total cholesterol to total lipids ratio in small HDL; Triglycerides to total lipids ratio in small LDL,32
HRG-AS1,Both (Shared),True,True,393,CD27 antigen levels; Chloride intracellular channel protein 2 protein levels (SomaScan ID:13053-6); Circulating BMP6 levels; Circulating EIF4EBP1 levels; Circulating KAZALD1 levels; Coagulation Factor V levels; Complement component C8 gamma chain levels; Interleukin-18 levels; Red meat related metabolomic signature; SMOC1 protein levels,246
HRG,Both (Shared),True,True,117,CD27 antigen levels; Chloride intracellular channel protein 2 protein levels (SomaScan ID:13053-6); Complement component C8 gamma chain levels; HSP7C protein level (protein group normalized intensity); KAZALD1 protein levels; Neurological blood protein biomarker levels; Serum levels of protein HMGN1; Serum levels of protein MPZ; Serum levels of protein RIPK2; Serum levels of protein TMEM87B,44
ZFAND4,Both (Shared),True,True,20,"Beta-microseminoprotein levels; Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Hematological traits (multi-trait analysis); Mean corpuscular volume; Mean corpuscular volume (UKB data field 30040); Prostate cancer; Red blood cell count; Red cell distribution width - standard deviation; prostate-specific antigen (PSA, maximum, inv-norm transformed); prostate-specific antigen (PSA, mean, inv-norm transformed)",24
MST1,Both (Shared),True,True,43,Blood cell traits latent factor 22 (white cell); Cerebrospinal fluid protein MST1 levels; Cystatin C levels in bottom 99% of individuals by creatinine levels; Dedicator of cytokinesis protein 9 levels (DOCK9.14002.18.3); FEV1 or inflammatory bowel disease (pleiotropy); FVC or inflammatory bowel disease (pleiotropy); Interleukin-23 receptor levels; Primary sclerosing cholangitis (MTAG); Tensin-2 levels; Tensin-2 levels (TNS2.11667.29.3),6
DEFB1,European-Only,True,False,9,Beta-defensin 1 levels (DEFB1.6629.3.3); Blood cell traits latent factor 22 (white cell); Cerebrospinal fluid protein DEFB1 levels; Circulating CDSN levels; Plasma kynurenine levels in major depressive disorder; Plasma kynurenine to tryptophan ratio in major depressive disorder; Serum levels of protein DEFB1; Tanner 2 to Tanner 4 pubertal stage transition (joint longitudinal BMI and survival model); WFDC12 protein levels,8
IGHG3,Both (Shared),True,True,54,"Axin-2 levels; Axin-2 levels (AXIN2.8429.16.3); Cholesteryl Esters to Cholesterol in IDL percentage; Cholesteryl esters to total lipids ratio in IDL; Fractalkine levels in early pregnancy; Free Cholesterol to Cholesterol in IDL percentage; Free cholesterol to total lipids ratio in medium LDL; Free cholesterol to total lipids ratio in small LDL; HLA class II histocompatibility antigen, DM alpha chain levels (HLA.DMA.10639.1.3); Trem-like transcript 4 protein levels (TREML4.11139.4.3)",28
ELK2BP,European-Only,True,False,44,"1-oleoyl-3-linoleoyl-glycerol (18:1/18:2) levels; Gut microbiota (bacterial taxa, rank normal transformation method); IGHV1-3 protein levels; Prostate cancer (late onset); Serum levels of protein ADAM19; Serum levels of protein ICOS; Serum levels of protein MMRN2; Serum levels of protein PTPRN2; Serum levels of protein RTN4; Serum levels of protein SIGLEC10",12
IGHA2,European-Only,True,False,39,Circulating FCRL5 levels; IGHV1-3 protein levels; Prostate cancer (late onset); Serum levels of protein ADAM19; Serum levels of protein ASPRV1; Serum levels of protein MMRN2; Serum levels of protein PTPRN2; Serum levels of protein RTN4; Serum levels of protein SIGLEC10; Vitamin D-binding protein levels (GC.6581.50.3),11
SKIC2,Both (Shared),True,True,141,Beta-defensin 132 levels; Complement C4b levels; Diastolic blood pressure; Dipeptidyl peptidase 4 levels; Glutaredoxin-like protein C5orf63 levels; Hematological traits (multi-trait analysis); Omega-3 fatty acids to Omega-6 fatty acids ratio; Radiation-inducible immediate-early gene IEX-1 levels; Ubiquitin D levels; Zona pellucida-binding protein 1 levels,26
